"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","values","sum","mean","median","min","max","count","variance","sd","frequencies","all","subset"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7011.bmp'><img id='pleasant' class='center' src='scale/UnpleasantScale1.jpg'>","null","html-keyboard-response","117","77200","0.0-11.0-6.10","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","118","77705","0.0-11.0-7.10","","","","","","","","","","","","",""
"348","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/7011.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","49","html-keyboard-response","119","78054","0.0-11.0-8.10","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/7011.bmp'><img id='pleasant' class='center' src='scale/ArousalScale1.jpg'>","null","html-keyboard-response","120","78562","0.0-11.0-9.10","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","121","79568","0.0-11.0-0.11","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","122","80069","0.0-11.0-1.11","","","","","","","","","","","","",""
"737","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2190.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","53","html-keyboard-response","123","80807","0.0-11.0-2.11","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2190.bmp'><img id='pleasant' class='center' src='scale/PleasantScale5.jpg'>","null","html-keyboard-response","124","81313","0.0-11.0-3.11","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","125","81814","0.0-11.0-4.11","","","","","","","","","","","","",""
"313","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","53","html-keyboard-response","126","82128","0.0-11.0-5.11","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2190.bmp'><img id='pleasant' class='center' src='scale/UnleasantScale5.jpg'>","null","html-keyboard-response","127","82633","0.0-11.0-6.11","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","128","83137","0.0-11.0-7.11","","","","","","","","","","","","",""
"479","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","53","html-keyboard-response","129","83618","0.0-11.0-8.11","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/2190.bmp'><img id='pleasant' class='center' src='scale/ArousalScale5.jpg'>","null","html-keyboard-response","130","84122","0.0-11.0-9.11","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","131","85127","0.0-11.0-0.12","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","132","85631","0.0-11.0-1.12","","","","","","","","","","","","",""
"896","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7187.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","53","html-keyboard-response","133","86528","0.0-11.0-2.12","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7187.bmp'><img id='pleasant' class='center' src='scale/PleasantScale5.jpg'>","null","html-keyboard-response","134","87033","0.0-11.0-3.12","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","135","87537","0.0-11.0-4.12","","","","","","","","","","","","",""
"457","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7187.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","53","html-keyboard-response","136","87994","0.0-11.0-5.12","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7187.bmp'><img id='pleasant' class='center' src='scale/UnleasantScale5.jpg'>","null","html-keyboard-response","137","88500","0.0-11.0-6.12","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","138","89005","0.0-11.0-7.12","","","","","","","","","","","","",""
"1310","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/7187.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","53","html-keyboard-response","139","90316","0.0-11.0-8.12","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/7187.bmp'><img id='pleasant' class='center' src='scale/ArousalScale5.jpg'>","null","html-keyboard-response","140","90822","0.0-11.0-9.12","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","141","91826","0.0-11.0-0.13","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","142","92327","0.0-11.0-1.13","","","","","","","","","","","","",""
"1310","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/9183.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","53","html-keyboard-response","143","93639","0.0-11.0-2.13","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/9183.bmp'><img id='pleasant' class='center' src='scale/PleasantScale5.jpg'>","null","html-keyboard-response","144","94145","0.0-11.0-3.13","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","145","94650","0.0-11.0-4.13","","","","","","","","","","","","",""
"757","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/9183.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","53","html-keyboard-response","146","95407","0.0-11.0-5.13","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/9183.bmp'><img id='pleasant' class='center' src='scale/UnleasantScale5.jpg'>","null","html-keyboard-response","147","95910","0.0-11.0-6.13","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","148","96415","0.0-11.0-7.13","","","","","","","","","","","","",""
"58540","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/9183.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","53","html-keyboard-response","149","154955","0.0-11.0-8.13","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/9183.bmp'><img id='pleasant' class='center' src='scale/ArousalScale5.jpg'>","null","html-keyboard-response","150","155462","0.0-11.0-9.13","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","151","156465","0.0-11.0-0.14","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","152","156966","0.0-11.0-1.14","","","","","","","","","","","","",""
"735","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2751.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","53","html-keyboard-response","153","157704","0.0-11.0-2.14","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2751.bmp'><img id='pleasant' class='center' src='scale/PleasantScale5.jpg'>","null","html-keyboard-response","154","158210","0.0-11.0-3.14","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","155","158713","0.0-11.0-4.14","","","","","","","","","","","","",""
"503","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2751.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","53","html-keyboard-response","156","159218","0.0-11.0-5.14","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2751.bmp'><img id='pleasant' class='center' src='scale/UnleasantScale5.jpg'>","null","html-keyboard-response","157","159724","0.0-11.0-6.14","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","158","160227","0.0-11.0-7.14","","","","","","","","","","","","",""
"616","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/2751.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","53","html-keyboard-response","159","160846","0.0-11.0-8.14","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/2751.bmp'><img id='pleasant' class='center' src='scale/ArousalScale5.jpg'>","null","html-keyboard-response","160","161353","0.0-11.0-9.14","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","161","162356","0.0-11.0-0.15","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","162","162858","0.0-11.0-1.15","","","","","","","","","","","","",""
"594","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/8499.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","53","html-keyboard-response","163","163454","0.0-11.0-2.15","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/8499.bmp'><img id='pleasant' class='center' src='scale/PleasantScale5.jpg'>","null","html-keyboard-response","164","163959","0.0-11.0-3.15","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","165","164461","0.0-11.0-4.15","","","","","","","","","","","","",""
"966","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/8499.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","51","html-keyboard-response","166","165428","0.0-11.0-5.15","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/8499.bmp'><img id='pleasant' class='center' src='scale/UnpleasantScale3.jpg'>","null","html-keyboard-response","167","165935","0.0-11.0-6.15","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","168","166441","0.0-11.0-7.15","","","","","","","","","","","","",""
"1197","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/8499.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","51","html-keyboard-response","169","167640","0.0-11.0-8.15","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/8499.bmp'><img id='pleasant' class='center' src='scale/ArousalScale3.jpg'>","null","html-keyboard-response","170","168144","0.0-11.0-9.15","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","171","169148","0.0-11.0-0.16","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","172","169649","0.0-11.0-1.16","","","","","","","","","","","","",""
"2460","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7175.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","51","html-keyboard-response","173","172110","0.0-11.0-2.16","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7175.bmp'><img id='pleasant' class='center' src='scale/PleasantScale3.jpg'>","null","html-keyboard-response","174","172616","0.0-11.0-3.16","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","175","173118","0.0-11.0-4.16","","","","","","","","","","","","",""
"1376","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7175.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","51","html-keyboard-response","176","174495","0.0-11.0-5.16","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7175.bmp'><img id='pleasant' class='center' src='scale/UnpleasantScale3.jpg'>","null","html-keyboard-response","177","175002","0.0-11.0-6.16","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","178","175504","0.0-11.0-7.16","","","","","","","","","","","","",""
"864","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/7175.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","51","html-keyboard-response","179","176370","0.0-11.0-8.16","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/7175.bmp'><img id='pleasant' class='center' src='scale/ArousalScale3.jpg'>","null","html-keyboard-response","180","176875","0.0-11.0-9.16","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","181","177876","0.0-11.0-0.17","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","182","178378","0.0-11.0-1.17","","","","","","","","","","","","",""
"1256","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/5395.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","51","html-keyboard-response","183","179635","0.0-11.0-2.17","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/5395.bmp'><img id='pleasant' class='center' src='scale/PleasantScale3.jpg'>","null","html-keyboard-response","184","180139","0.0-11.0-3.17","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","185","180642","0.0-11.0-4.17","","","","","","","","","","","","",""
"412","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/5395.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","51","html-keyboard-response","186","181056","0.0-11.0-5.17","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/5395.bmp'><img id='pleasant' class='center' src='scale/UnpleasantScale3.jpg'>","null","html-keyboard-response","187","181562","0.0-11.0-6.17","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","188","182064","0.0-11.0-7.17","","","","","","","","","","","","",""
"815","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/5395.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","51","html-keyboard-response","189","182879","0.0-11.0-8.17","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/5395.bmp'><img id='pleasant' class='center' src='scale/ArousalScale3.jpg'>","null","html-keyboard-response","190","183385","0.0-11.0-9.17","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","191","184391","0.0-11.0-0.18","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","192","184895","0.0-11.0-1.18","","","","","","","","","","","","",""
"54","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2710.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","51","html-keyboard-response","193","184950","0.0-11.0-2.18","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2710.bmp'><img id='pleasant' class='center' src='scale/PleasantScale3.jpg'>","null","html-keyboard-response","194","185456","0.0-11.0-3.18","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","195","185962","0.0-11.0-4.18","","","","","","","","","","","","",""
"2471","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2710.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","51","html-keyboard-response","196","188433","0.0-11.0-5.18","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/2710.bmp'><img id='pleasant' class='center' src='scale/UnpleasantScale3.jpg'>","null","html-keyboard-response","197","188938","0.0-11.0-6.18","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","198","189442","0.0-11.0-7.18","","","","","","","","","","","","",""
"5345","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/2710.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","51","html-keyboard-response","199","194787","0.0-11.0-8.18","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/2710.bmp'><img id='pleasant' class='center' src='scale/ArousalScale3.jpg'>","null","html-keyboard-response","200","195293","0.0-11.0-9.18","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","201","196297","0.0-11.0-0.19","fixation","","","","","","","","","","","",""
"349","","51","html-keyboard-response","202","196646","0.0-11.0-1.19","","","","","","","","","","","","",""
"2864","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/1710.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","51","html-keyboard-response","203","199511","0.0-11.0-2.19","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/1710.bmp'><img id='pleasant' class='center' src='scale/PleasantScale3.jpg'>","null","html-keyboard-response","204","200016","0.0-11.0-3.19","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","205","200519","0.0-11.0-4.19","","","","","","","","","","","","",""
"610","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","51","html-keyboard-response","206","201131","0.0-11.0-5.19","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/1710.bmp'><img id='pleasant' class='center' src='scale/UnpleasantScale3.jpg'>","null","html-keyboard-response","207","201636","0.0-11.0-6.19","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","208","202141","0.0-11.0-7.19","","","","","","","","","","","","",""
"490","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","51","html-keyboard-response","209","202635","0.0-11.0-8.19","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/1710.bmp'><img id='pleasant' class='center' src='scale/ArousalScale3.jpg'>","null","html-keyboard-response","210","203141","0.0-11.0-9.19","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","211","204146","0.0-11.0-0.20","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","212","204650","0.0-11.0-1.20","","","","","","","","","","","","",""
"1374","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/8185.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","51","html-keyboard-response","213","206024","0.0-11.0-2.20","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/8185.bmp'><img id='pleasant' class='center' src='scale/PleasantScale3.jpg'>","null","html-keyboard-response","214","206530","0.0-11.0-3.20","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","215","207031","0.0-11.0-4.20","","","","","","","","","","","","",""
"1746","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/8185.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","52","html-keyboard-response","216","208777","0.0-11.0-5.20","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/8185.bmp'><img id='pleasant' class='center' src='scale/UnpleasantScale4.jpg'>","null","html-keyboard-response","217","209283","0.0-11.0-6.20","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","218","209786","0.0-11.0-7.20","","","","","","","","","","","","",""
"421","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/8185.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","52","html-keyboard-response","219","210208","0.0-11.0-8.20","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/8185.bmp'><img id='pleasant' class='center' src='scale/ArousalScale4.jpg'>","null","html-keyboard-response","220","210713","0.0-11.0-9.20","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","221","211717","0.0-11.0-0.21","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","222","212222","0.0-11.0-1.21","","","","","","","","","","","","",""
"424","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/3005.1.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","52","html-keyboard-response","223","212647","0.0-11.0-2.21","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/3005.1.bmp'><img id='pleasant' class='center' src='scale/PleasantScale4.jpg'>","null","html-keyboard-response","224","213154","0.0-11.0-3.21","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","225","213657","0.0-11.0-4.21","","","","","","","","","","","","",""
"538","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/3005.1.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","52","html-keyboard-response","226","214195","0.0-11.0-5.21","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/3005.1.bmp'><img id='pleasant' class='center' src='scale/UnpleasantScale4.jpg'>","null","html-keyboard-response","227","214696","0.0-11.0-6.21","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","228","215202","0.0-11.0-7.21","","","","","","","","","","","","",""
"709","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/3005.1.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","52","html-keyboard-response","229","215913","0.0-11.0-8.21","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/3005.1.bmp'><img id='pleasant' class='center' src='scale/ArousalScale4.jpg'>","null","html-keyboard-response","230","216419","0.0-11.0-9.21","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","231","217422","0.0-11.0-0.22","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","232","217928","0.0-11.0-1.22","","","","","","","","","","","","",""
"1534","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/9445.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","51","html-keyboard-response","233","219463","0.0-11.0-2.22","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/9445.bmp'><img id='pleasant' class='center' src='scale/PleasantScale3.jpg'>","null","html-keyboard-response","234","219968","0.0-11.0-3.22","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
